B004A715JE,"High Quality USB Wall Charger Adapter For Barnes &amp; Noble Nook,Black",4.0
B00AQ9F1I6,GMYLE Hot Pink Leather Carrying Slim Perfect Fit Flip Folio Portfolio Book Style Case Cover Stand for the Nook Color &amp; Nook Tablet 7 inch Android,4.8
B00AUKH7C4,"AndroidForNook (AFN Products, LLC) 16GB KitKat Dual-Boot Android Micro SD Card For Nook Color (BNRV200)",4.42857142857
B007H4QJA2,"eForCity Leather Case for Barnes and Noble Nook / Nook Color, Pink",4.83333333333
1400501776,Barnes and Noble NOOK 7&quot; 8GB WiFi Tablet,4.15
B00DYTM9K8,LEVO Deluxe iPad Floor Stand for all iPads Galaxy Nexus Xoom Surface Miix Nook Fire and Other Tablets and eReaders Gunmetal Color - G2,4.71428571429
B009L7E964,Ionic Purple Leather Case Cover with Charger and Screen Protector for New Barnes Noble Nook HD+ 9-inch Wifi (6-item)[Does not fit Nook Tablet],4.13333333333
B005HI8BAG,iPearl mCover Leather Cover Case for ALL-NEW Barnes &amp; Noble 6-inch Nook Touch eBook reader (compatible with Nook Glowlight) - GREEN,4.44444444444
B004RDFXAI,Caseen 2x GLARESHATTER Anti-Glare and Anti-Fingerprint Screen Protector for Barnes and Noble NOOK Color / NOOK Tablet,3.88333333333
B00AAVF14E,"MoKo Slim-Fit Multi-angle Folio Cover Case for Barnes &amp; Noble Nook Full HD 7 Inch Tablet, BLACK-Lifetime Warranty",4.47727272727
B00AAKLWGG,Exact(TM) 360 degree Rotary leather case (Multi-Colors To Choose From) for Nook HD+ 9 Tablet (Support Auto Sleep/Wake Function),3.83333333333
B006598LRO,Ionic Stand Leather Case with Screen Protector For Barnes and Noble Nook Tablet (Black),4.31707317073
B0037ZTI1W,USA Gear Protective Case for Barnes and Noble Nook Color and Nook eBook Reader,4.0
B00AFYA312,GreatShield Ultra Smooth Clear Screen Protector Film for Barnes &amp; Noble NOOK HD+ 9&quot; Tablet (3 Pack),4.5
B00HVRJVYG,Premium Advanced Leather Cover Sleeve Case with Magnetic Closure for NOOK GlowLight (NOOK 4th Gen) - (NOT fit NOOK Simple Touch with GlowLight NOOK 3rd Gen or NOOK Simple Touch NOOK 2nd Gen) (Black),4.5
B007UXNHNM,"eForCityLeather Case for Barnes and Noble Nook Simple Touch with GlowLight , Black",4.72727272727
B004FOW2VW,CrazyOnDigital Black leather Case for Nook Barnes &amp; Noble eBook. CrazyOnDigital Retail Package,4.0
B004H6JO6E,NOITS Anti-Glare Screen Protector For NookColor,3.34482758621
B005S73BZG,NookUnlocked - 8GB Nook to Android bootable microSD Card for Nook Color DUAL BOOT,3.8
B00AGAYQEU,Certified Pre-Owned Barnes &amp; Noble NOOK HD+ Tablet 32GB Slate (BNTV600-32GB-CPO),3.93548387097
B00AAKLE4G,Exact(TM) PU Leather Folio Case (Multi-Color to Choose Form) for Nook HD 7 (Support Auto Sleep/Wake Function),4.35
B0087UBS4M,6 feet Nook SIMPLE TOUCH Barnes and Noble Micro USB for Charger/Data/Sync Cable HQ M to Male USB 2.0 A to B Micro to cell phone Charging line,4.0
B0069ZFYCY,"eForCity Leather Case for Barnes and Noble Nook Color, Purple",4.0
B00B25I8DS,AC Adapter Charger Power Cord for Nook Color Tablet ONLY!,4.11111111111
B00AZRHYKW,Pwr+&reg; 6.5 Ft AC Adapter 2.1A Rapid Charger for Barnes &amp; Noble Nook Tab Wi-fi Color Digital the Simple Touch Reader Tablet Power Supply Cord,4.625
B00AEKBEDI,"eForCity 7-Inch Slim Fit Portable Leather Case Cover Sleeve for Nook HD Tablet, Black (PBNXNOOKLC25)",4.6
B00B20N2BQ,Poetic Dura Book Case for Barnes &amp; Noble Nook full HD 7&quot; Inch Tablet Black (3 Year Manufacturer Warranty From Poetic),4.5
B005HM8BRU,Anti-glare LCD screen shield for Barnes &amp; Noble Nook Color (3 Pack),4.05882352941
B007UXNHRS,"eForCity Leather Case for Barnes and Noble Nook Simple Touch with GlowLight , Pink",4.57142857143
B004W2NECI,OtterBox Commuter Series for Barnes and Noble Nook Tablet and Nookcolor Black,4.11111111111
B004XNZHTY,"2 Pieces KOZMICC Anti-Glare Screen Protector for Nook Tablet, Nook Color",3.83333333333
B004SQ3OP0,CrazyOnDigital Slim Leather Case Cover with Screen Protector For Barnes &amp; Noble Nook 2 Color (Black). CrazyOnDigital Retail Package,4.07692307692
B005HBTCC4,"eForCity Magnetic Flap Carrying Leather Case w/ Stand Compatible with Barnes &amp; Noble Nook Color, Black",3.8
1400501520,NOOK HD 7&quot; 16GB Tablet,4.4
B005F0W6MA,CrazyOnDigital Brown Red Leather Case with Charger and Screen Protector For Nook 2 Nook Simple Touch Nook Touch Nook Touch with Glowlight (7-item),4.5
B004GNAOW6,JAVOedge Cherry Blossom Flip Case for the Barnes &amp; Noble Nook Color / Nook Tablet (Twilight Purple) - Latest Generation,4.72727272727
B009L7EEZA,Ionic Bluetooth Keyboard Tablet Stand Leather Case for New Barnes &amp; Noble Nook HD+ 9-inch Wifi (Black/ Brown)[Does not fit Nook Tablet],4.28947368421
B004ATOGUM,"NookColor Leather Executive Folio Cover, Black Fits 7 - InchColor Display, Latest Generation by Kiwi Cases NookColor",4.8
B0038SVB40,JAVOedge Tweed Book Style Case for the Barnes &amp; Noble Nook - First Generation,4.6
B004WGKTRM,LCD Anti-Glare Screen Protector Cover Kit For Barnes&amp;Nobles Nook Color eBook,3.16666666667
B0055UEJWK,CaseCrown Regal Flip Case (Black) for Barnes &amp; Noble Nook Simple Touch / Nook Simple Touch with Glow Light,4.47826086957
B008CHFJE0,iPearl mCover Leather Cover Case for Barnes &amp; Noble 7-inch Color Touchscreen Nook Color / Nook Tablet - BLACK,3.6
B00A88YXK2,Speck Products FitFolio Case for Nook Touch E-Reader (Aubergine Purple),4.33333333333
B0053T83Y8,N2A Cards (R) - Transform your Nook Color into a Kit-Kat 4.4.2 Android Tablet (new 2014 version) - (32 GB),4.16666666667
B005FMM3Y4,NOOKANDROID - 32GB Nook to Android Micro SD Card for Nook Color (BNRV200),3.6
B00A1DJO12,Clip-Case Universal Smartphone Mount and Ergonomic Tablet Stand (Tripod Mount Kit) for iPhone iPad iPod Galaxy Droid Kindle Nook,4.2962962963
B0055VGSP0,CaseCrown Regal Flip Case Blue for Barnes and Noble Nook Simple Touch and Nook Simple Touch with Glow Light,4.4
B0055VGSEQ,CaseCrown Regal Flip Case Red for Barnes and Noble Nook Simple Touch and Nook Simple Touch with Glow Light,4.78571428571
B0037TYZKM,"USA Gear Protective eReader Folio Carrying Case for Barnes &amp; Noble NOOK , Binatone ReadMe Classic , Sony PRS-900 Reader Daily Edition &amp; More eReaders - Includes Micro-USB cable",4.4
B004GNAOVW,JAVOedge Cherry Blossom Flip Case for the Barnes &amp; Noble Nook Color / Nook Tablet (Cocoa) - Latest Generation,4.875
B004V3E8M8,mCover Hard Shell Case with Built-in Stand for Barnes &amp; Noble 7-inch Nook Color / Nook Tablet eBook reader - CLEAR,4.2
B007EJ8YAI,"MoKo(TM) 360 Degree Rotating Folio Cover Case With Multi-Angle Vertical and Horizontal Stand for Barnes &amp; Noble Nook Tablet / Nook Color , BLUE",4.375
B00406Q2IE,Skyque White Clip-On LED Book Light for Barnes and Noble Nook,3.4
B005FMKYIQ,NOOKANDROID - 16GB Nook to Android Micro SD Card for Nook Color (BNRV200),4.07692307692
B0069QPC0W,eForCity AC Home Wall Charger for Barnes &amp; Noble: Nook 1st edition,4.25
B00BN1Q5JA,FINTIE Slim Fit Folio Case for Barnes &amp; Noble Nook HD+ 9 inch Tablet (Support Auto Sleep/Wake Function) - Black,4.43269230769
B007UXNHGY,"eForCity Leather Case for Barnes and Noble Nook Simple Touch with GlowLight , Purple",4.76470588235
B0043538VG,LEVO Deluxe iPad Floor Stand for all iPads Galaxy Xoom Nook and Other eBooks and Tablets,4.86956521739
B00AAKLDN8,Poetic StrapBack Protective Case for Nook HD+ 9 (Support Auto Sleep/Wake Function)(3 Year Manufacturer Warranty From Poetic),4.28125
B005F0W6CK,CrazyOnDigital Screen Protector Film Matte Clear (Anti-Glare Anti-Fingerprint) for Barnes and Noble Nook 2 Simple Touch (3-pack). CrazyOnDigital Retail Package,4.14285714286
B00530GZC4,N2A Cards (R) - Transform your Nook Color into a Kit-Kat 4.4.2 Android Tablet (new 2014 version) - (8 GB),4.49152542373
B005CO96UO,Nuvo-Tek Sleeve Case Cover for Nook 2 Simple Touch ebook ereader Dark Blue/Black,4.8
B00AFY8A2Q,GreatShield Ultra Anti-Glare (Matte) Clear Screen Protector Film for Barnes &amp; Noble NOOK HD 7&quot; Tablet (3 Pack),4.58333333333
B007H55NWG,GMYLE(TM) Pink Leather Carrying Slim Perfect Fit Flip Folio Portfolio Book Style Case Cover Stand for the Nook Color &amp; Nook Tablet 7 inch Android,4.35714285714
B00AA0DPX4,caseen 2x GLARESHATTER Anti-Glare &amp; Anti-Fingerprint Screen Protectors + caseen Black VIBE L Extra Long Stylus Pen for Barnes &amp; Noble NOOK HD 7&quot; Tablet (** This is for NOOK HD 7&quot; Inch NOT for NOOK COLOR / NOOK TABLET **),4.0
B00AQ2RLEK,N2A Cards (R) - Transform your Nook HD+ into a Kit-Kat 4.4.2 Android Tablet (new 2014 version) - (32 GB),3.16666666667
B007GX1V6Q,"MoKo(TM) Vertical Flip Detachable Cover Case for Barnes &amp; Noble Nook Tablet / Nook Color, BLACK",4.5
B00AUKGBE4,"AndroidForNook (AFN Products, LLC) 8GB KitKat Dual-Boot Android Micro SD Card For Nook Color (BNRV200)",4.6
B005QWM1UY,Pu Leather Case for Barnes &amp; Noble Nook 2 / Simple Touch in Black,4.66666666667
B004YW5406,Bluecostco Nook Color Case Folio Cover - Black,4.15384615385
B00B20N9GO,Poetic Slimline Portfolio Case for Barnes &amp; Noble Nook Full HD 7&quot; Inch Tablet Black (3 Year Manufacturer Warranty From Poetic),4.02702702703
B000BDJGN8,BoxWave Sienna Leather Elite nook 1st Edition Case,4.16666666667
B004J0XLHQ,"iShoppingdeals - for Barnes and Noble NOOK COLOR eBook Reader Tablet WiFi, Black Soft Silicone Skin Case Cover And Smart Headphone Wrap/Key Chain Style",4.35294117647
B009L7E838,Ionic Screen Protector Film MATTE (Anti-Glare) for New Barnes &amp; Noble Nook HD+ 9-inch Wifi (3-pack)[Does not fit Nook Tablet][Lifetime Replacement Warranty],4.11111111111
B00333CYQY,"Premium Black Soft Gel Silicone Skin for the Nook, Barnes and Nobles Electronic eBook Reader Case Cover",3.5
B005B48SLS,Mochie (tm) Barnes &amp; Noble Nook Color / Nook Tablet Genuine Leather Cover Case Purple (New Model 02/09/2012),4.66666666667
1400599997,Barnes &amp; Noble NOOK ebook reader (WiFi + 3G)[B&amp;W],3.90243902439
B004J12SRE,"NOOK COLOR eBook Reader Tablet WiFi, Blue Soft Silicone Skin Case Cover And Smart Headphone Wrap/Key Chain Style",4.71428571429
B004D1OBFW,Barnes &amp; Noble NOOK COLOR eBook Reader (WiFi Only),3.78787878788
B004GN6HZ4,JAVOedge Cherry Blossom Flip Case for the Barnes &amp; Noble Nook Color / Nook Tablet (Ocean Blue) - Latest Generation,4.0
B004XFZKLM,eForCity Clear Reusable Screen Protector Guard Compatible with Barnes &amp; Noble Nook Color,3.375
B00ADXV1UC,rooCASE Slim-Fit (Black) Folio Case Cover for Barnes Noble Nook HD 9 Plus Tablet (Support Auto Sleep / Wake Feature),5.0
1400501466,"Barnes &amp; Noble NOOK Tablet 16gb (Color, BNTV250)",3.95348837209
B00CPV1RDG,GMYLE(R) Black 360 Degree Rotating PU leather Folio Stand Case Cover for Nook HD 7 inches Barnes &amp; Noble e-book Reader Tablet (Multi Angle- Vertical / Horizontal and Wake up Sleep Function),4.25
B008D9MU0S,"AndroidForNook (AFN Products, LLC) 16GB (CM7) Dual-Boot Android Micro SD Card For Nook Tablet (BNTV250/BNTV250A)",4.85714285714
B0058W1DH4,Nuvo-Tek Sleeve Case Cover for Nook 2 Simple Touch ebook ereader Black/Gray,4.625
B00AAKLPZO,Exact(TM) PU Leather Folio Case (Multi-Color to Choose Form) for Nook HD+ 9 Tablet (Support Auto Sleep/Wake Function),4.44117647059
B002U48NEO,"USA Gear Carrying Messenger Tablet Bag w/ Shoulder Strap for 9&quot; Barnes &amp; Noble Nook HD+ , Nook Simple Touch w/ GlowLight , Nook Color eBook Reader , Nook Tablet &amp; Accessories * Includes Accessory Bag &amp; Cleaning Cloth *",4.0
1400532736,Nook Simple Touch eReader,3.23076923077
B006RO4VEO,ArmorSuit MilitaryShield - NOOK Tablet Screen Protector Shield with Lifetime Replacements,5.0
B005HI7YEK,iPearl mCover Leather Cover Case for ALL-NEW Barnes &amp; Noble 6-inch Nook Touch eBook reader (compatible with Nook Glowlight) - BLACK,4.72
B004GIW9RY,iShoppingdeals - 2 Packs LCD Screen Protector Guard Film for Barnes &amp; Noble NOOK COLOR eBook Reader WiFi,3.21428571429
1400532620,Barnes &amp; Noble Nook eReader - no 3G,3.60975609756
140053271X,Barnes &amp; Noble Nook Simple Touch eBook Reader (Wi-Fi Only),3.83098591549
B000BULO5E,"BoxWave Barnes and Noble nook 1st Edition Case - Nero Leather Elite Case for the 1st generation Nook - Professional, Stylish Genuine Leather Folio Book Cover",4.33333333333
B00B8YC13G,MiniSuit Removable Qwerty Keyboard Stand Case + Wake/Sleep for Nook HD+ 9&quot; (Black),4.75
B004MC4KF8,"caseen 2x caseen GLARESHATTER Anti-Glare Screen Protector for Barnes and Noble Nook Tablet, Nook Color NookColor and caseen Stylus Pen Black",4.38461538462
B00AZR962G,GMYLE(TM) Black PU Leather Slim Folio Magnetic Flip Stand Case Cover with Sleep/ Wake Function for Barnes &amp; Noble Nook HD 7&quot; inches Tablet,4.38461538462
B00AGAS6XW,Certified Pre-Owned Barnes &amp; Noble NOOK HD+ Tablet 16GB Slate (BNTV600-16GB-CPO),4.36363636364
B005HM8BTI,eForCity 5 Pack LCD Anti-Glare Matt Screen Protector Cover Guard Kit Compatible with Barnes&amp;Nobles Nook Color eBook,4.5
B007UXNHWS,"eForCity Leather Case for Barnes and Noble Nook Simple Touch with GlowLight , Red",4.4
B004A6W6LG,"High Quality USB Wall Charger Adapter For Barnes &amp; Noble Nook,WHITE",4.14285714286
B006L38YTY,"Snugg Nook Color Case and Flip Stand with Elastic Hand Strap and Premium Nubuck Fibre Interior Black for Barnes and Noble Nook Color Tabet - From Snugg, the Creators of the Number 1 Best Selling iPad 2 Case",4.25
B004N8PICA,"Bundle Monster Barnes &amp; Noble Nook Color Nook Tablet Synthetic Leather Case Cover Jacket + Skin Art Decal Sticker + Screen Protector Ereader Accessories Combo - Fits both Nook Color and Nook Tablet (Released Nov. 7, 2011) Devices",4.6
B00940BV1Y,Barnes &amp; Noble Nook Tablet USB Cable - Micro USB,3.8
B006OB42DU,"MoKo(TM) Folding Case For Barnes &amp; Noble Nook Tablet / Nook Color, BLACK",4.5
B003LREA82,"mCover Hard Shell Case for Barnes &amp; Noble 6-inch Nook eBook reader, built-in hard Screen Protector and Retractable Stand included - CLEAR",3.33333333333
B005FMKAKS,NOOKANDROID - 8GB Nook to Android Micro SD Card for Nook Color (BNRV200),5.0
B00AO3TAKO,HQRP 3200mAh Battery for Barnes &amp; Noble NOOK Color E-Book Ereader BNRV200 BNTV250A DR-NK02 6027B0090501 AVPB001-A110-01 BNTV250 6027B0107101 M1203000918 3970125-L40 ENCORE Digital Book Reader Tablet + HQRP Coaster and Screwdriver,3.2
B005F0W6IE,CrazyOnDigital Burgundy Leather Case with Charger and Screen Protector For Nook 2 Nook Simple Touch Nook Touch Nook Touch with Glowlight (7-item),4.42857142857
B00BKOWDGO,Poetic GraphGrip Silicone Case (Multi-Colors to choose from)for Barnes &amp; Noble Nook HD 7&quot;Inch / Nook HD+ 9&quot; Inch Tablet Inch (3 Year Manufacturer Warranty From Poetic),4.39130434783
1400698987,Nook HD 7&quot; 8GB Tablet,4.21428571429
B0055UFIX4,CaseCrown Epic Standby Case (Black) for Barnes &amp; Noble Nook Simple Touch / Nook Simple Touch with Glow Light,4.8125
B00C2L6L6M,GMYLE(TM) Black Crazy Horse Pattern PU Leather Slim Folio Magnetic Flip Stand Case Cover with Wake Up Sleep Function for Barnes &amp; Noble Nook HD+ Plus 9 &quot; inches Tablet,4.3
B00AT72SX6,"AndroidForNook (AFN Products, LLC) 16GB Dual-Boot Jelly Bean Android Micro SD Card For Nook HD+ (BNTV600)",4.5
B00H241RJA,BoxWave Capacitive NOOKcolor Stylus (Jet Black),3.4
B004XDZ7LW,GTMax Black Leather Protector Cover Case with Adjustable Stand for Barnes and Noble NOOK Color / Nook Color eBook Reader,3.16666666667
B00AFXGMN6,Fosmon Anti-Glare (Matte) Screen Protector Shield for Barnes &amp; Noble NOOK HD+ 9&quot; Tablet,3.11111111111
B006JD3F0Y,SHARKK White Portable Fold-Up Stand for Apple iPad mini / iPad 2 / iPad 3 / The New iPad 4 With Retina Display / Galaxy Tab Nexus / Playbook / Xoom / Toshiba / Acer / Nook / and Other Tablets,4.63636363636
B00AV1UWWY,Poetic KeyBook Bluetooth Keyboard Case for Nook HD+ 9 Black(Support Auto Sleep/Wake Function)(3 Year Manufacturer Warranty From Poetic),4.23076923077
B00AGBPI3M,Barnes &amp; Noble NOOK HD Tablet 8GB Snow (BNTV400-8GB-WHT),5.0
B005CSBDDS,Barnes and Noble NOOK Simple Touch Reader Wi-Fi 2nd Generation BNRV300 Silicone Skin Case Gel Cover - Black,4.2
B004N8TDOO,"Bundle Monster Barnes and Noble Nook Color - Nook Tablet - Synthetic Leather Case Cover Jacket, Skin Art Decal Sticker and Screen Protector",4.2
B005F0W684,CrazyOnDigital Folio Slim Leather Case with Screen Protector For Barnes and Noble Nook 2 Nook Simple Touch Nook Touch Nook Touch with Glowlight (Burgundy),4.45454545455
B00A7FRGC8,caseen 2x Barnes &amp; Noble NOOK HD 7&quot; Tablet CLEARIMAGE Ultra Clear Screen Protectors,3.8
B00AAKLE00,Poetic Slimbook Leather-Like Case for Nook HD+ 9 (Support Auto Sleep/Wake Function),4.32352941176
B004ZHES2A,Skque Green Silicone Skin Case for Barnes and Noble Nook Color,4.33333333333
B005IBVJXS,iPearl mCover Leather Cover Case for ALL-NEW Barnes &amp; Noble 6-inch Nook Touch eBook reader (compatible with Nook Glowlight) - RED,4.5
B00AE0G27G,"HHI Invisible Crystal Clear HD Screen Protector for Barnes &amp; Noble Nook HD, 9 inch (Package include a HandHelditems Sketch Stylus Pen)",3.72727272727
B00AFXEMCE,Fosmon Crystal Clear Screen Protector Shield for Barnes &amp; Noble NOOK HD+ 9&quot; Tablet - 3 Pack,3.94285714286
B00AFYBTSI,GreatShield Ultra Anti-Glare (Matte) Clear Screen Protector Film for Barnes &amp; Noble NOOK HD+ 9&quot; Tablet (3 Pack),4.31034482759
B004I7IGX4,CrazyOnDigital 15-item Leather Case Accesory Kit for Barnes and Noble Nook eBook Reader,3.625
B00597DV6Y,"2x caseen GLARESHATTER Anti-Glare Screen Protector for Barnes &amp; Noble Nook Tablet, Nook Color + caseen Stylus Pen (Silver)",4.6
B004J0ZMBO,"iShoppingdeals - for Barnes and Noble NOOK COLOR eBook Reader Tablet WiFi, Pink Soft Silicone Skin Case Cover And Smart Headphone Wrap",4.66666666667
B009YIQG9S,"MoKo Slim Cover Case for Barnes &amp; Noble Nook HD+ 9-inch tablet (Full HD Plus), BLACK (with Smart Cover Auto Wake/Sleep Feature)",4.34146341463
B004JR9V8M,Barnes &amp; Noble NOOK COLOR eBook Reader Tablet Silicone Skin Case Gel Cover- Black + Fishbond keychain,4.71428571429
B005FG7K8O,rooCASE Leather Case Cover with 19 Adjustable Angle for Barnes and Noble Nook Simple Touch / Nook Simple Touch with Glow Light - MV Series Black,3.8
B004HCYOIG,Pyrus Electronics 100% Real Leather Folio Case for Barnes and Noble NOOKcolor Nook Color eBook Reader,3.4
B003JUXWSU,Nook Barnes and Nobles Electronic eBook Reader BLACK LEATHER Mini-Note PC NET...,4.28571428571
B004FLJBE6,Otterbox Commuter Series Case for Barnes and Noble Nook,3.875
0594451647,Barnes &amp; Noble HDTV Adapter Kit for NOOK HD and NOOK HD+,4.2
B002XOYCFK,TrendyDigital WaterGuard Waterproof Case for Nook Tablet / Nook Color / Nook eBook Reader from Barnes &amp; Noble (Blue),4.0
B009L7EAHC,Ionic Purple Leather Case Cover with Charger and Screen Protector for New Barnes Noble Nook HD 7-inch Wifi (6-item)[Does not fit Nook Tablet],4.25
B00AAKLK8Q,Exact(TM) 360 degree Rotary leather case (Multi-Colors To Choose From) for Nook HD 7 Tablet (Support Auto Sleep/Wake Function),3.875
B007YDAAHO,IMAGE&reg; Full Screen Touchable Leather Cover Case for Barnes and Noble Nook Tablet Nook Color with Stand Black,3.625
B00AFXIBEE,Fosmon Anti-Glare (Matte) Screen Protector Shield for Barnes &amp; Noble NOOK HD 7&quot; Tablet,4.36
B004LEAKG0,rooCASE Executive Leather Portfolio (Magenta) Case Cover with Landscape / Portrait View for Barnes and Noble NOOK Tablet / NOOKcolor Nook Color eBook Reader (NOT Compatible with NOOK HD),4.75
1400699169,NOOK HD+ 9&quot; 32GB Tablet,4.5
B004XKZ1UC,"eForCity Leather Case for Barnes and Noble Nook / Nook Color, Black",3.94117647059
B0065GASXM,Speck Nook Touch Fitfolio,5.0
B00AAVEVGS,"MoKo Bluetooth Keyboard Cover Case for Barnes &amp; Noble Nook HD+ Full HD 9&quot; tablet, BLACK",3.66666666667
B00597C3T0,"2x caseen GLARESHATTER Anti-Glare Screen Protector for Barnes &amp; Noble Nook Tablet, Nook Color + caseen Stylus Pen (Pink)",4.5
B00AOVT28G,KIQ (TM) Black 360 Rotating Portfolio PU Leather Case Cover for BARNES &amp; NOBLE Nook HD+ Plus 9&quot; Inch with Build in Stand,4.5
B0035CLBT4,"Case Premium Clear Full Screen Protector for the Nook, Anti-Glare and UV - Barnes",1.85714285714
B0058UY7QA,Mochie Barnes Noble Nook 2 2nd Edition Generation Simple Touch Genuine Leather Case Cover Black,4.8
B004N8RI8C,"Bundle Monster Barnes &amp; Noble Nook Color Nook Tablet Genuine Leather Case Cover Jacket + Fire Heart Skin Art Decal Sticker + Screen Protector Ereader Accessories Combo - Fits both Nook Color and Nook Tablet (Released Nov. 7, 2011) Devices",4.8
B007UXNH46,"eForCity Leather Case for Barnes and Noble Nook Simple Touch with GlowLight , Green",4.11111111111
B004SIKBJ0,rooCASE Easy-View (Brown) Leather Case Cover with Landscape Adjustable Stand for Barnes and Noble NOOKcolor Nook Color eBook Reader (NOT Compatible with NOOK HD),3.4
B0055ZDRI2,Midea Tech Screen Protector Kit for Barnes and Noble NOOK Simple Touch BNRV300 Reader NOOK 2nd Edition,3.85714285714
B00DS70XH2,Magnetic Leather Cover Case for NOOK Simple Touch and NOOK Simple Touch with GlowLight (Purple),4.33333333333
B0059O99HW,amCase Premium Screen Protector Film Matte Clear Anti-Glarefor Barnes and Noble Nook Simple Touch Reader 2-Pack Latest Generation,3.5
B005IBV4LK,iPearl mCover Leather Cover Case for ALL-NEW Barnes &amp; Noble 6-inch Nook Touch eBook reader (compatible with Nook Glowlight) - BLUE,4.78947368421
B0053H1S9C,CaseCrown Horizontal Neoprene Sleeve (Black) for Barnes &amp; Noble Nook Simple Touch,3.5
B0035LRNTM,JAVOedge Cherry Blossom Flip Style Case for the Barnes &amp; Noble Nook (Ocean Blue) - First Generation,5.0
B005B4CRTM,JM Global New Barnes and Noble Nook Color / Nook Tablet Genuine Leather Cover Case Black,4.7
1400532655,Barnes &amp; Noble Nook Color eReader,3.80733944954
B00A30CUJQ,ChargerCity Custom Music/ Microphone Tablet Stand Mount with Multi Swivel Adjustment Holder for New Apple IPAD MINI Google Nexus 7 KINLE Fire BN Nook HD Color Samsung Galaxy Tab 7 7.7 &amp; other 7&quot; to 8&quot; Tablets,3.33333333333
B0055VGTW2,CaseCrown Regal Flip Case (Brown) for Barnes &amp; Noble Nook Simple Touch / Nook Simple Touch with Glow Light,4.55555555556
B0064DAZ3O,Skinomi&reg; TechSkin - Barnes &amp; Noble NOOK Tablet Screen Protector Premium HD Clear Film with Lifetime Replacement Warranty / Ultra High Definition Invisible and Anti-Bubble Crystal Shield - Retail Packaging,3.75
B00AK2MHEU,ArmorSuit MilitaryShield - Barnes &amp; Noble NOOK HD+ Screen Protector Shield + Lifetime Replacements,4.41509433962
